id,title,users_score,age_rating,first_release_date,game_engine_id
3232,Total War: Warhammer,81,12,2016-04-28,
3233,We Happy Few,63,16,2018-08-10,
3234,Blocksworld,85,12,2017-09-25,
3235,Mario & Sonic at the Rio 2016 Olympic Games,67,3,2016-01-01,
3236,Tree of Savior,71,7,2016-03-28,
3237,Sniper: Ghost Warrior 3,77,18,2017-04-24,
3238,Crackdown 3,57,18,2019-02-15,
3239,Halo Wars 2,77,16,2017-02-21,
3240,BlazBlue: Central Fiction,80,12,2017-04-25,
3241,Minecraft: Story Mode,68,12,2015-10-13,
3242,Abzû,77,7,2018-11-29,
3243,Divinity: Original Sin 2,88,18,2017-09-14,
3244,Tales of Berseria,80,16,2017-01-24,
3245,Pokémon Go,73,7,2016-07-06,
3246,Danganronpa V3: Killing Harmony,85,16,2017-01-01,
3247,Universe Sandbox 2,52,7,2021-12-06,
3248,Kingdom Hearts HD 2.8 Final Chapter Prologue,82,12,2017-01-01,
3249,13 Sentinels: Aegis Rim,85,12,2022-04-12,
3250,I Am Setsuna,65,7,2017-03-03,
3251,Yakuza 6: The Song of Life,88,18,2018-01-01,
3252,Digimon World: Next Order,66,7,2023-02-22,
3253,The King of Fighters XIV,72,12,2017-06-15,
3254,Minecraft: Pi Edition,78,12,2013-02-11,
3255,Lost Ark,63,16,2022-02-11,
3256,Fran Bow,86,16,2023-04-28,2
3257,Subnautica,85,7,2021-01-01,
3258,Undertale,87,12,2021-03-16,2
3259,BattleTech,72,12,2018-04-24,
3260,Battlefield V,70,16,2018-11-20,
3261,NieR: Automata,87,18,2022-10-06,
3262,Besiege,76,12,2024-09-12,
3263,Ashen,70,12,2019-12-09,
3264,Ni no Kuni: Wrath of the White Witch,84,12,2019-09-20,
3265,Friday the 13th: The Game,63,18,2017-01-01,
3266,Indivisible,66,12,2019-01-01,
3267,Valkyria: Azure Revolution,83,16,2017-01-19,
3268,Gran Turismo Sport,78,0,2017-10-01,
3269,The Guild 3,72,7,2017-01-01,
3270,Outlast 2,74,18,2017-04-24,
3271,Ace Combat 7: Skies Unknown,79,12,2019-01-18,
3272,Princess Maker: Faery Tales Come True,76,7,2017-06-27,
3273,White Day: A Labyrinth Named School,62,18,2022-09-08,
3274,Psychonauts 2,87,7,2021-08-25,
3275,Vampyr,70,16,2018-06-05,
3276,INSIDE,88,18,2020-06-23,
3277,Snow,51,7,2019-02-14,
3278,Wagamama High Spec,83,12,2017-07-25,
3279,Splash Cars,83,3,2022-03-09,
3280,Bad Apple Wars,57,12,2017-10-13,
3281,God Wars: Future Past,53,16,2017-06-16,
3282,Amatarasu Riddle Star,85,12,2019-10-10,
3283,Collar x Malice,64,16,2020-03-12,
3284,The Men of Yoshiwara: Kikuya,39,18,2018-01-25,
3285,Tayutama 2: You're the Only One,73,16,2018-09-27,
3286,Dragon Quest Heroes II,63,7,2017-04-25,
3287,Creativerse,51,18,2017-05-08,
3288,Slime Rancher,77,0,2017-08-01,
3289,Detective Pikachu,92,0,2018-03-23,
3290,Dokapon! Sword of Fury,57,7,2024-08-01,
3291,Planet Nomads,81,12,2017-01-01,
3292,Iwaihime,62,18,2017-09-07,
3293,Anonymous;Code,61,18,2022-07-28,
3294,TANKI X,68,7,2018-03-13,
3295,Visage,67,18,2020-10-30,
3296,The Caligula Effect,86,12,2017-05-02,
3297,Paper Mario: Color Splash,64,3,2016-10-07,
3298,Sniper Elite 4,72,18,2020-11-01,
3299,Gravity Rush 2,79,12,2017-01-17,
3300,Z1 Battle Royale,72,12,2018-02-28,
3301,Stardew Valley,88,12,2019-03-13,
3302,Escape from Tarkov,97,16,2017-07-27,
3303,Dragon Quest Monsters: Joker 3,97,7,2017-02-09,
3304,Moon Hunters,68,7,2017-02-09,
3305,Golf With Your Friends,77,7,2020-05-19,
3306,theBlu,64,3,2022-12-28,
3307,Pyre,83,7,2017-07-25,
3308,Ni no Kuni II: Revenant Kingdom,78,12,2021-09-17,
3309,Sword Art Online: Hollow Realization,69,12,2017-10-27,
3310,"Warhammer 40,000: Dawn of War III",61,16,2017-04-27,
3311,Civilization VI,55,12,2019-11-22,
3312,Civilization VI: Rise and Fall,66,12,2018-02-08,
3313,Underworld Ascendant,66,12,2018-11-15,
3314,MU Legend,69,16,2017-03-23,
3315,City Shrouded in Shadow,70,16,2017-10-19,
3316,Crush Crush,61,12,2022-01-27,
3317,Starpoint Gemini Warlords,70,12,2017-05-23,
3318,8-Bit Armies,56,12,2018-09-21,25
3319,35MM,69,16,2022-03-02,
3320,TerraTech,71,7,2018-08-10,
3321,Psycho-Pass: Mandatory Happiness,77,16,2017-04-24,
3322,Rock of Ages II: Bigger & Boulder,42,7,2017-01-01,
3323,Quake Champions,65,18,2018-01-01,
3324,Just Dance 2017,75,3,2017-01-01,
3325,Gwent: The Witcher Card Game,72,12,2018-10-23,
3326,Absolver,58,12,2017-01-01,
3327,Death Stranding,86,18,2020-07-17,52
3328,Dead Rising 4,65,18,2017-03-14,
3329,Flinthook,72,7,2017-04-18,
3330,Injustice 2,78,12,2017-05-11,
3331,Agents of Mayhem,58,18,2017-08-15,
3332,Ever Oasis,76,7,2017-01-01,
3333,Brawlout,61,7,2017-04-20,
3334,Girls' Frontline,78,7,2017-06-30,
3335,Period: Cube - Shackles of Amadeus,83,18,2017-04-28,
3336,7'scarlet,55,12,2024-07-11,
3337,Atelier Firis: The Alchemist and the Mysterious Journey,77,7,2017-03-07,
3338,Labyrinth of Refrain: Coven of Dusk,76,18,2018-09-18,
3339,Valkyrie Anatomia: The Origin,63,12,2019-04-04,
3340,Raging Loop,90,18,2024-08-30,
3341,Azure Striker Gunvolt 2,71,12,2022-07-14,
3342,My Academy's Special Place,89,16,2023-12-15,
3343,Tacoma,73,12,2017-08-02,
3344,Rain World,77,7,2017-03-28,
3345,Reine des Fleurs,62,12,2019-04-25,
3346,Praey for the Gods,60,12,2021-12-14,
3347,Styx: Shards of Darkness,67,16,2017-03-14,
3348,Berserk and the Band of the Hawk,67,16,2017-02-21,
3349,Observer,64,16,2019-02-07,
3350,Spider-Man,68,16,2022-08-12,
3351,Worlds Adrift,78,12,2017-05-24,
3352,Elex,70,16,2017-10-17,
3353,Monstrum,61,18,2020-01-01,
3354,Kingdom Rush Origins,78,16,2018-10-18,
3355,Frozen Synapse 2,72,7,2018-09-13,
3356,Anima: Gate of Memories,65,12,2018-06-29,
3357,Saddies: Attack!!,60,16,2017-01-10,
3358,Sonic Mania,77,3,2017-08-15,
3359,Sonic Forces,57,7,2017-11-07,39
3360,Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy,80,7,2019-11-08,
3361,Monster Hunter Stories,74,7,2024-06-14,
3362,Kursk,82,7,2018-11-07,
3363,Tricky Towers,74,0,2018-10-11,
3364,Samurai Warriors: Spirit of Sanada,80,12,2017-05-23,
3365,The Wild Eight,65,16,2017-02-08,
3366,Medieval Engineers,56,3,2020-03-17,
3367,MinecraftEdu,70,7,2011-01-01,
3368,Red Dead Redemption 2,92,18,2019-11-05,
3369,Metal Gear Survive,47,16,2018-01-01,
3370,Wasteland 3,81,18,2020-08-28,
3371,Summer Pockets,71,16,2020-02-05,
3372,Ash of Gods: Redemption,62,12,2018-03-23,
3373,Astroneer,75,3,2022-01-13,
3374,Dynasty Warriors 9,47,12,2018-02-03,
3375,The Bard's Tale IV: Barrows Deep,43,12,2018-09-18,
3376,Shadowgun Legends,67,18,2018-03-22,
3377,Steins;Gate: My Darling's Embrace,63,12,2019-03-20,
3378,Dual Universe,60,3,2022-09-27,19
3379,YIIK: A Postmodern RPG,94,18,2019-01-17,
3380,Splatoon 2,85,7,2017-07-21,62
3381,Sea of Solitude,65,12,2019-07-05,
3382,Agony,40,18,2019-10-31,
3383,Oxygen Not Included,83,16,2019-07-30,
3384,Super Mario Odyssey,88,7,2017-10-27,
3385,1-2-Switch,80,7,2017-03-03,
3386,Xenoblade Chronicles 2,85,12,2017-12-01,
3387,Arms,65,7,2017-06-16,62
3388,Super Bomberman R,60,7,2018-06-12,
3389,Long Gone Days,64,7,2018-03-28,
3390,Heroine's Quest: The Herald of Ragnarok,47,16,2024-12-20,
3391,Mushroom Wars 2,65,3,2022-01-13,
3392,onmyoji,71,12,2018-04-19,
3393,What Remains of Edith Finch,88,12,2021-08-16,
3394,Celeste,87,7,2018-01-25,
3395,Hot Lava,67,12,2019-09-19,
3396,Overload,64,16,2018-05-31,
3397,Necrobarista,57,18,2020-07-17,
3398,Megaton Musashi,88,12,2021-11-11,
3399,Suki to Suki to de Sankaku Ren'ai,61,7,2019-05-31,
3400,Toraware no Palm,78,12,2019-08-30,
3401,The Ditzy Demons Are in Love With Me,67,16,2018-10-26,
3402,Destiny Child,87,12,2018-12-06,
3403,Conan Exiles,57,18,2018-05-08,
3404,Call of Cthulhu,71,16,2018-10-30,
3405,Crossing Souls,71,18,2018-01-01,
3406,Northgard,75,12,2021-04-13,
3407,Blaster Master Zero,73,3,2019-06-14,
3408,Honkai Impact 3rd,84,16,2024-04-25,
3409,ToeJam & Earl: Back in the Groove,71,7,2019-01-01,
3410,The Legend of Heroes: Trails of Cold Steel III,63,12,2021-04-01,5
3411,Bendy and the Ink Machine,70,12,2018-11-20,
3412,Code Vein,70,16,2019-09-27,
3413,Dead Secret,93,12,2018-04-24,
3414,Ylands,51,16,2019-12-09,
3415,Sunless Skies: Sovereign Edition,69,16,2019-01-31,
3416,The Legend of Heroes: Trails of Cold Steel II,67,16,2021-08-05,5
3417,Darksiders III,69,18,2018-11-27,
3418,World of Warriors,71,7,2018-03-21,
3419,Blue Max,82,0,2021-11-05,
3420,Legend of the Skyfish,96,7,2019-08-28,
3421,Battle Brothers,83,12,2022-01-13,
3422,Medieval Lords: Soldier Kings of Europe,70,16,2024-12-05,
3423,Combat Mission: Red Thunder,67,18,2023-06-15,
3424,Life Is Strange 2,76,18,2018-09-26,
3425,Far Cry 5,74,18,2018-03-27,
3426,Metal Slug XX,80,16,2019-01-31,
3427,Dragon Ball FighterZ,82,12,2018-01-26,
3428,Anthem,54,16,2019-02-22,
3429,Skull and Bones,67,16,2024-02-16,
3430,The Inpatient,64,16,2018-01-23,
3431,Wargroove,72,7,2019-01-01,
3432,Ori and the Will of the Wisps,88,12,2020-03-11,
3433,Judgment: Apocalypse Survival Simulation,78,18,2018-05-03,
3434,Mordhau,78,18,2019-04-29,
3435,Dusk,86,18,2018-12-10,
3436,Minit,75,3,2019-06-26,2
3437,Yoshi’s Crafted World,76,3,2019-03-29,
3438,CrossCode,85,7,2020-07-09,
3439,Surviving Mars,69,0,2018-03-15,
3440,Dead Cells,85,16,2020-06-03,
3441,Old Man's Journey,71,3,2018-02-20,
3442,Strange Brigade,65,16,2018-08-28,
3443,The Artful Escape,82,7,2021-09-09,
3444,The Crew 2,64,12,2018-06-29,
3445,Hand of Fate 2,75,12,2018-07-17,
3446,The Great Ace Attorney 2: Resolve,72,7,2018-04-24,22
3447,SteamWorld Dig,77,12,2018-02-01,
3448,Lollypop,82,0,2023-01-06,
3449,Soldam,91,12,2021-09-16,
3450,Maitetsu,59,12,2018-06-29,
3451,VR Kanojo,77,7,2018-04-09,
3452,Lost Sphear,54,7,2018-01-23,
3453,Rolling Sky,94,3,2020-02-20,
3454,Forward to the Sky,46,7,2021-02-25,
3455,Witch It,73,0,2024-12-18,
3456,Kingdom Rush Frontiers,84,7,2023-03-29,
3457,Replica,71,12,2022-04-05,
3458,TSIOQUE,76,12,2018-11-07,
3459,For the King,71,12,2018-04-19,
3460,Crystalline,79,12,2018-08-22,
3461,Just Shapes & Beats,67,7,2022-05-31,
3462,Little Witch Academia: Chamber of Time,57,7,2018-05-15,
3463,Minecraft: Story Mode - Season Two,87,7,2017-07-11,
3464,The Journey Down: Chapter Three,54,12,2022-10-28,
3465,InnerSpace,48,3,2018-01-16,
3466,Ooblets,90,3,2022-09-01,
3467,Age of Empires: Definitive Edition,81,12,2018-02-20,
3468,Biomutant,55,12,2021-05-25,
3469,Amatsutsumi,71,12,2022-07-29,
3470,Re: LieF ~DeaR YoU~,79,12,2021-02-26,
3471,Trinoline,80,7,2019-04-18,
3472,Yukikoi Melt,77,7,2020-04-29,
3473,The Expression Amrilato,58,7,2019-06-14,
3474,Travis Strikes Again: No More Heroes,68,16,2019-01-01,
3475,Lethis: Path of Progress,77,3,2022-05-10,
3476,Zanki Zero,80,16,2018-01-01,
3477,The Banner Saga 3,85,12,2018-07-24,
3478,BlazBlue: Cross Tag Battle,88,12,2018-05-31,
3479,The Battle of Polytopia,77,7,2020-08-04,
3480,Starlink: Battle for Atlas,71,7,2018-10-16,
3481,Pathfinder: Kingmaker,78,16,2018-09-25,
3482,Yakuza Kiwami 2,87,18,2018-08-28,
3483,Fe,60,3,2018-02-16,
3484,Basingstoke,62,16,2018-04-27,
3485,Left Alive,70,16,2019-01-01,
3486,Octopath Traveler,79,12,2018-07-13,
3487,Steins;Gate Elite,76,12,2019-02-19,
3488,City of Brass,60,12,2018-05-04,
3489,Kirby Star Allies,73,7,2018-03-16,
3490,P-47,49,18,2020-07-02,
3491,Animal Crossing: Pocket Camp,92,3,2020-07-29,
3492,Azur Lane,60,12,2019-10-04,
3493,Ghost of Tsushima,88,18,2020-07-17,
3494,To Be or Not to Be,64,12,2022-12-09,
3495,Shin Megami Tensei V,87,18,2021-11-11,
3496,Gunhouse,77,7,2020-02-06,
3497,Bayonetta 3,86,16,2022-10-28,
3498,Evil Genius 2: World Domination,67,12,2021-03-30,
3499,Elyon,83,7,2020-12-10,
3500,Steam Prison,74,18,2021-02-25,
3501,One Piece: World Seeker,84,12,2019-01-01,
3502,Session: Skate Sim,69,0,2019-09-17,
3503,Slay the Spire,87,7,2019-01-01,
3504,Earth Defense Force 5,63,12,2019-07-11,
3505,Musynx,84,12,2022-07-14,
3506,The Princess Guide,73,12,2019-03-26,
3507,Homura: The Crimson Warriors,87,16,2024-02-15,
3508,Death end re;Quest,59,12,2019-02-19,
3509,Slordax: The Unknown Enemy,86,18,2021-05-07,
3510,Oddworld: Soulstorm,52,16,2021-04-06,
3511,Griftlands,78,16,2021-06-01,
3512,ScubaVenture: The Search for Pirate's Treasure,74,7,2021-05-07,
3513,SNK Heroines: Tag Team Frenzy,55,12,2019-02-21,
3514,Tricolour Lovestory,65,12,2019-08-29,
3515,Mr Love: Queen's Choice,72,3,2020-02-10,
3516,Total War: Three Kingdoms,80,12,2019-05-23,
3517,Caliber,79,18,2023-04-12,
3518,Scorn,68,18,2023-10-03,
3519,The Liar Princess and the Blind Prince,88,7,2020-05-29,
3520,Yo-kai Watch 3,86,0,2019-02-08,
3521,Harry Potter: Wizards Unite,64,7,2019-06-21,
3522,Assetto Corsa Competizione,80,3,2022-02-24,
3523,Frostpunk,84,16,2021-02-24,
3524,Tom Clancy's The Division 2,75,18,2019-03-15,
3525,Kari Gurashi Ren'ai,85,12,2019-02-21,
3526,Florence,82,12,2020-02-13,
3527,Anno 1800,84,7,2019-04-16,
3528,Tropico 6,76,12,2019-01-01,
3529,Imperator: Rome,64,12,2019-04-25,47
3530,Train Sim World,67,0,2019-08-15,
3531,Soi Kano ~Gyutto Dakishimete~,80,12,2019-02-21,
3532,Super Smash Bros. Ultimate,87,12,2018-12-07,
3533,Custom Order Maid 3D2: It's a Night Magic,49,7,2019-07-30,
3534,Team Sonic Racing,66,3,2019-05-21,
3535,A Plague Tale: Innocence,83,18,2021-07-06,24
3536,Avengers,80,12,2020-09-04,
3537,Unravel Two,79,7,2019-03-22,5
3538,Jump Force,51,12,2019-02-14,
3539,Sekiro: Shadows Die Twice,88,18,2019-03-22,
3540,Wolfenstein: Youngblood,54,18,2019-07-25,
3541,The Elder Scrolls: Blades,55,16,2020-05-12,
3542,"Sakura, Moyu. -As the Night's, Reincarnation-",67,12,2023-02-22,
3543,Rage 2,65,18,2019-05-14,
3544,Trials Rising,76,12,2019-02-12,
3545,Control,83,16,2021-02-02,
3546,Super Mario Party,76,0,2018-10-05,27
3547,Daemon X Machina,65,12,2019-01-01,
3548,The Room: Old Sins,71,7,2021-02-11,
3549,The House of Da Vinci,70,3,2024-01-25,
3550,Fire Emblem: Three Houses,87,12,2019-07-26,
3551,Dying Light 2 Stay Human,73,18,2022-02-04,
3552,Ancestors: The Humankind Odyssey,61,12,2019-01-01,
3553,The Universim,80,7,2024-01-22,
3554,Raft,78,18,2024-12-04,
3555,"Soldam: Drop, Connect, Erase",83,0,2019-07-15,
3556,Gears 5,78,18,2019-09-10,
3557,Tilesweeper,69,3,2022-08-19,
3558,Age of Empires IV,78,12,2021-10-28,
3559,The King of Fighters All-Star,66,16,2019-10-22,
3560,Deep Rock Galactic,82,16,2020-05-13,
3561,Twin Mirror,67,16,2020-12-01,
3562,Hypercharge: Unboxed,78,12,2024-05-31,
3563,Neversong,80,7,2020-05-01,
3564,GTFO,74,18,2021-12-10,
3565,The Occupation,60,12,2019-02-05,
3566,Leisure Suit Larry: Wet Dreams Don't Dry,72,18,2020-09-15,
3567,Taste of Power,67,12,2019-02-21,
3568,Star Wars Jedi: Fallen Order,83,16,2019-11-15,
3569,BlazBlue Alternative: Dark War,58,12,2021-02-16,
3570,Super Neptunia RPG,83,12,2019-06-20,
3571,Dead or Alive Xtreme Venus Vacation,83,18,2019-04-10,
3572,Nelke & the Legendary Alchemists: Ateliers of the New World,80,7,2019-03-25,
3573,Fortnite: Save the World,60,12,2020-06-29,
3574,AI: The Somnium Files,85,16,2019-09-17,
3575,Concrete Genie,76,12,2019-10-08,
3576,Tunic,82,7,2022-03-16,
3577,Doom Eternal,87,18,2020-03-20,
3578,Pathologic 2,81,18,2019-05-23,
3579,Digimon Survive,68,12,2022-07-28,
3580,Gibbous – A Cthulhu Adventure,82,7,2019-08-07,
3581,World War Z,69,18,2021-11-02,63
3582,Afterparty,73,18,2020-03-06,
3583,The Letter,57,18,2021-12-15,
3584,Steel Division 2,69,7,2019-06-20,
3585,Fernbus Simulator,81,3,2023-02-28,
3586,Trüberbrook,75,7,2019-03-15,
3587,Serious Sam 4,65,16,2021-12-07,43
3588,Dead or Alive 6,69,16,2019-03-01,
3589,Stick Fight: The Game,76,7,2021-12-03,
3590,The Pizza Delivery Boy Who Saved the World,75,12,2022-03-23,
3591,Streets of Rage 4,82,12,2020-04-30,
3592,Luigi's Mansion 3,85,7,2019-10-31,
3593,Wattam,67,7,2019-12-17,
3594,Thronebreaker: The Witcher Tales,81,12,2021-06-17,
3595,Minecraft Dungeons,70,7,2020-05-26,
3596,Apsulov: End of Gods,75,16,2021-09-17,
3597,Energy Cycle,32,3,2021-10-20,
3598,Diablo Immortal,61,16,2022-01-01,
3599,ΔV: Rings of Saturn,40,18,2023-07-01,
3600,Pavlov VR,79,16,2024-12-04,
3601,Ryan North's To Be or Not to Be,72,12,2022-01-12,
3602,The Outer Worlds,77,16,2020-06-05,
3603,Crystar,57,12,2022-02-24,
3604,Granblue Fantasy Versus,68,18,2020-02-06,
3605,Idle Champions of the Forgotten Realms,49,12,2020-05-07,
3606,Thief Simulator,64,12,2020-08-12,
3607,Hole.io,77,7,2024-05-20,
3608,Waven,53,12,2023-08-16,
3609,MouseCraft,46,3,2022-01-21,
3610,Creaks,79,12,2020-07-10,
3611,Nemezis: Mysterious Journey III,55,3,2021-07-08,
3612,Dance of Death: Du Lac & Fey,70,16,2023-01-27,
3613,Super Animal Royale,60,7,2021-08-26,
3614,Bright Memory,70,18,2020-03-25,
3615,Teratopia,78,18,2021-12-23,
3616,Minecraft Education,58,7,2016-11-01,
3617,Iratus: Lord of the Dead,64,12,2020-04-23,
3618,Narita Boy,67,16,2021-03-30,
3619,My Time At Portia,70,7,2021-08-04,
3620,Dance Dance Revolution A20,75,12,2020-06-29,
3621,Windjammers 2,82,7,2022-01-20,
3622,Darius Cozmic Collection,75,12,2020-06-16,
3623,The Waylanders,80,7,2020-01-01,
3624,The Settlers: New Allies,66,12,2023-02-17,
3625,Apex Legends,73,16,2021-03-09,
3626,New World,62,16,2021-09-28,
3627,What the Golf?,85,7,2024-03-14,
3628,Tee Time Golf,45,0,2022-08-26,
3629,Genesis Alpha One,48,16,2020-01-29,
3630,Super Mario Maker 2,84,3,2019-06-28,
3631,Burnout Paradise Remastered,78,7,2020-06-19,10
3632,Chernobylite,66,18,2022-04-21,
3633,To Leave,73,16,2022-09-09,
3634,Spellbreak,58,7,2020-09-03,
3635,Journey to the Savage Planet,73,12,2020-01-28,
3636,Maneater,68,18,2021-05-25,
3637,Industries of Titan,57,7,2023-01-31,
3638,Shakedown: Hawaii,63,12,2020-07-09,
3639,The Donnerwald Experiment,49,16,2020-10-30,
3640,Risk of Rain 2,83,12,2024-08-27,57
3641,Sakura Wars,70,16,2020-04-28,
3642,Wrath: Aeon of Ruin,71,18,2024-02-27,
3643,Persona 3 Portable,90,12,2023-01-19,
3644,Collar x Malice -Unlimited-,81,16,2020-03-12,
3645,Fate/Extella Link,71,12,2020-07-22,
3646,Freedom Planet 2,74,12,2024-04-04,
3647,Onee Chanbara ORIGIN,54,18,2020-10-14,
3648,HuniePop 2: Double Date,72,7,2021-02-08,
3649,Persona 4: Golden,89,16,2023-01-19,
3650,Tokyo Clanpool,74,16,2024-01-01,
3651,piffle,73,3,2020-09-02,
3652,Newfound Courage,65,7,2022-06-24,
3653,Prodeus,78,18,2020-11-09,
3654,Persona 5 Royal,95,16,2022-10-20,
3655,Age of Empires II: Definitive Edition,86,12,2023-01-31,
3656,Age of Empires III: Definitive Edition,75,16,2020-10-15,
3657,Sniper Elite 5,77,16,2022-01-01,
3658,Sniper Elite VR,90,12,2021-07-08,
3659,Rune Factory 5,65,12,2021-05-20,
3660,Predator: Hunting Grounds,46,18,2024-10-01,
3661,Blackberry Honey,68,12,2022-02-11,
3662,Minecraft Earth,63,7,2019-01-01,
3663,The Pathless,77,12,2023-02-02,
3664,HyperParasite,62,16,2020-04-03,
3665,Gato Roboto,79,3,2020-04-21,2
3666,Sex with Stalin,78,7,2020-10-26,
3667,Crankin's Time Travel Adventure,68,12,2021-01-01,
3668,Tales of Arise,78,12,2021-09-10,
3669,Lego Star Wars: The Skywalker Saga,77,7,2022-04-05,
3670,Watch Dogs: Legion,62,18,2020-10-29,
3671,Sky: Children of the Light,80,7,2020-04-07,
3672,Immortals Fenyx Rising,74,12,2020-12-03,
3673,Animal Crossing: New Horizons,86,3,2020-03-20,62
3674,The Legend of Zelda: Tears of the Kingdom,87,12,2023-05-12,62
3675,No More Heroes III,56,18,2022-10-14,
3676,Solar Ash,76,12,2021-12-02,
3677,Zombie Army 4: Dead War,67,18,2020-02-04,
3678,CastleStorm 2,63,16,2020-09-23,
3679,Werewolf: The Apocalypse – Earthblood,78,18,2021-02-04,
3680,Tom Clancy's Rainbow Six Extraction,82,16,2022-01-20,
3681,Roller Champions,67,7,2022-05-25,
3682,Fuga: Melodies of Steel,63,12,2021-07-29,
3683,Quest For Infamy,95,16,2022-03-04,
3684,Empire of Sin,56,18,2020-12-01,
3685,SCP: Pandemic,79,16,2022-02-22,
3686,9 Monkeys of Shaolin,66,12,2020-10-16,
3687,Destroy All Humans!,75,16,2020-07-28,
3688,Witchfire,78,18,2023-09-20,
3689,Unforeseen Incidents,69,12,2022-01-27,
3690,R-Type Final 2,78,7,2021-04-30,
3691,Remothered: Broken Porcelain,45,16,2020-10-13,
3692,Pokémon Sleep,83,12,2023-07-17,
3693,Bleeding Edge,53,12,2020-03-24,
3694,Monolisk,73,16,2021-02-04,
3695,Workers & Resources: Soviet Republic,63,12,2024-06-20,
3696,Aokana - Extra 1,68,7,2020-11-06,
3697,SpongeBob SquarePants: Battle for Bikini Bottom – Rehydrated,74,7,2020-06-23,
3698,GhostWire: Tokyo,71,12,2023-04-12,
3699,Project Cars 3,77,3,2020-08-28,
3700,KartRider: Drift,45,3,2023-01-11,
3701,The Coma: Recut,66,12,2020-10-16,
3702,What!? My Neighbors Are Demons!!?,72,7,2020-01-01,
3703,Drowning Cross,68,18,2022-01-18,
3704,Paper Beast,54,7,2020-03-24,
3705,Dicey Dungeons,82,7,2021-11-11,
3706,Harvest Life,68,3,2021-10-22,
3707,Magi Trials,76,12,2022-01-27,
3708,SHINRAI - Broken Beyond Despair,71,16,2021-10-29,
3709,Figment,65,12,2022-11-16,
3710,Jupiter Hell,81,16,2021-08-05,
3711,Kerbal Space Program 2,59,3,2023-02-24,
3712,NEKOPARA Vol. 4,46,18,2020-11-01,
3713,King's Bounty II,62,16,2021-08-24,
3714,The Dungeon of Naheulbeuk: The Amulet of Chaos,60,12,2020-01-01,
3715,Yakuza: Like a Dragon,87,18,2021-03-02,
3716,No Straight Roads,66,7,2020-08-25,
3717,The Eternal Cylinder,64,12,2021-09-30,
3718,Airborne Kingdom,59,3,2021-11-09,
3719,Resident Evil: Resistance,44,18,2020-04-03,
3720,Paratopic,70,18,2022-05-13,
3721,Blair Witch,64,18,2020-01-01,
3722,Dragon Ball Z: Kakarot,75,12,2020-01-16,
3723,Trials of Mana,69,12,2024-09-26,
3724,Nioh 2,79,18,2021-02-05,
3725,Encodya,64,12,2021-01-26,
3726,Caves of Qud,61,7,2024-12-05,
3727,Ultimate Fishing Simulator,91,3,2020-05-29,
3728,Pizza Connection 3,56,3,2023-02-10,
3729,Weedcraft Inc,63,18,2022-09-29,
3730,Little Bug,80,7,2021-11-26,
3731,True Fear: Forsaken Souls,88,7,2022-02-01,
3732,Double Kick Heroes,70,16,2020-08-13,
3733,Green Hell,76,18,2024-08-14,
3734,Noita,80,16,2020-10-15,
3735,Romance of the Three Kingdoms XIV,79,12,2020-01-16,
3736,Microsoft Flight Simulator,70,3,2021-07-27,24
3737,Total War Saga: Troy,68,12,2021-09-02,
3738,Sword Art Online: Alicization Lycoris,66,12,2022-09-29,
3739,Touhou Gouyoku Ibun ~ Sunken Fossil World,56,0,2021-10-24,
3740,Snacko,82,0,2023-12-06,
3741,The Dark Pictures Anthology: Little Hope,76,18,2020-10-30,
3742,Edge of Eternity,59,16,2022-02-10,
3743,The Legend of Bum-bo,67,7,2022-06-29,
3744,Postal 4: No Regerts,55,18,2022-04-20,
3745,Surviving the Aftermath,68,12,2021-11-16,
3746,Vampire: The Masquerade – Swansong,74,18,2023-05-30,
3747,Crusader Kings III,86,12,2022-03-29,47
3748,Gylt,72,12,2023-07-06,
3749,Diablo IV,75,18,2023-06-06,
3750,Kudos 2,74,7,2023-09-20,
3751,Persona 5 Strikers,78,12,2021-02-23,
3752,Shantae and the Seven Sirens,97,12,2022-03-22,
3753,Panzer Paladin,68,7,2024-06-13,
3754,Boyfriend Dungeon,75,12,2021-08-11,
3755,Lego Brawls,53,7,2022-09-02,
3756,Lego Builder's Journey,76,3,2021-06-22,
3757,Humankind,73,12,2021-08-16,
3758,Mini Motorways,83,3,2022-05-11,
3759,Deliver Us The Moon,73,12,2024-07-16,
3760,Potions: A Curious Tale,80,7,2024-03-07,
3761,The Outlast Trials,74,18,2024-03-05,
3762,Temtem,71,12,2022-09-06,
3763,Bravely Default II,81,12,2021-02-26,
3764,The Legend of Heroes: Trails into Reverie,71,18,2023-07-07,5
3765,CrossfireX,67,18,2022-02-10,
3766,Death Come True,53,12,2024-09-19,
3767,Talisman: Digital Edition,63,7,2021-06-03,
3768,Teardown,83,7,2022-04-21,
3769,The Idolmaster Starlit Season,68,0,2021-10-14,
3770,Crying Suns,72,12,2021-05-27,
3771,Payday 3,54,18,2023-09-21,
3772,The Wanderer Frankenstein's Creature,38,16,2022-03-16,
3773,Black Book,81,7,2021-08-10,
3774,Coffee Talk,76,12,2023-07-31,
3775,Dungeons & Dragons: Dark Alliance,48,18,2021-06-22,
3776,Fall Guys,74,3,2022-06-21,
3777,Guilty Gear Strive,85,12,2023-03-07,
3778,Olympia Soirée,72,18,2021-06-01,
